"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew","save","surv","lagsrtsz","lagforsurv","PptFall","PptWinter","PptSummer","TempFall","TempWinter","TempSummer","InflYesNo","RowNum","TransectNew.num","Year.num"
17,2003,NA,NA,"W.1","W.1.203",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,2581,8,17
18,2005,20,10,"W.1","W.1.203",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,2582,8,18
19,2014,NA,NA,"W.1","W.1.203",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,2583,8,19
20,2020,14,2,"W.1","W.1.203",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,2584,8,20
1,2010,23,1,"E.2","E.2.204",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,2585,2,1
2,2020,13,0,"E.2","E.2.204",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,2586,2,2
3,2015,22,18,"E.2","E.2.204",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,2587,2,3
4,2017,11,17,"E.2","E.2.204",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,2588,2,4
5,2004,15,12,"E.2","E.2.204",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,2589,2,5
6,2012,11,11,"E.2","E.2.204",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,2590,2,6
7,2008,17,3,"E.2","E.2.204",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,2591,2,7
8,2004,16,0,"E.2","E.2.204",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,2592,2,8
9,2005,17,10,"E.2","E.2.204",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,2593,2,9
10,2013,12,8,"E.2","E.2.204",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,2594,2,10
11,2003,NA,NA,"E.2","E.2.204",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,2595,2,11
12,2012,11,3,"E.2","E.2.204",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,2596,2,12
13,2004,NA,NA,"E.2","E.2.204",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,2597,2,13
14,2013,14,5,"E.2","E.2.204",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,2598,2,14
15,2010,NA,NA,"E.2","E.2.204",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,2599,2,15
16,2018,11,0,"E.2","E.2.204",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0,2600,2,16
17,2003,NA,NA,"E.2","E.2.204",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,2601,2,17
18,2005,18,0,"E.2","E.2.204",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,2602,2,18
19,2014,NA,NA,"E.2","E.2.204",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,2603,2,19
20,2020,17,3,"E.2","E.2.204",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,2604,2,20
1,2010,26,0,"E.1","E.1.205",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,2605,1,1
2,2020,21,0,"E.1","E.1.205",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,2606,1,2
3,2015,28,0,"E.1","E.1.205",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,2607,1,3
4,2017,13,24,"E.1","E.1.205",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,2608,1,4
5,2004,18,1,"E.1","E.1.205",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,2609,1,5
6,2012,16,5,"E.1","E.1.205",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,2610,1,6
7,2008,20,9,"E.1","E.1.205",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,2611,1,7
8,2004,20,0,"E.1","E.1.205",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,2612,1,8
9,2005,27,13,"E.1","E.1.205",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,2613,1,9
10,2013,19,0,"E.1","E.1.205",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,2614,1,10
11,2003,NA,NA,"E.1","E.1.205",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,2615,1,11
12,2012,14,0,"E.1","E.1.205",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,2616,1,12
13,2004,NA,NA,"E.1","E.1.205",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,2617,1,13
14,2013,15,15,"E.1","E.1.205",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,2618,1,14
15,2010,NA,NA,"E.1","E.1.205",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,2619,1,15
16,2018,14,1,"E.1","E.1.205",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1,2620,1,16
17,2003,NA,NA,"E.1","E.1.205",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,2621,1,17
18,2005,24,6,"E.1","E.1.205",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,2622,1,18
19,2014,NA,NA,"E.1","E.1.205",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,2623,1,19
20,2020,20,5,"E.1","E.1.205",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,2624,1,20
1,2010,55,0,"E.5","E.5.206",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,2625,5,1
2,2020,42,11,"E.5","E.5.206",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,2626,5,2
3,2015,54,15,"E.5","E.5.206",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,2627,5,3
4,2017,29,16,"E.5","E.5.206",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,2628,5,4
5,2004,33,15,"E.5","E.5.206",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,2629,5,5
6,2012,34,15,"E.5","E.5.206",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,2630,5,6
7,2008,43,13,"E.5","E.5.206",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,2631,5,7
8,2004,39,0,"E.5","E.5.206",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,2632,5,8
9,2005,50,13,"E.5","E.5.206",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,2633,5,9
10,2013,31,9,"E.5","E.5.206",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,2634,5,10
11,2003,NA,NA,"E.5","E.5.206",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,2635,5,11
12,2012,32,0,"E.5","E.5.206",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,2636,5,12
13,2004,NA,NA,"E.5","E.5.206",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,2637,5,13
14,2013,38,44,"E.5","E.5.206",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,2638,5,14
15,2010,NA,NA,"E.5","E.5.206",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,2639,5,15
16,2018,25,12,"E.5","E.5.206",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1,2640,5,16
17,2003,NA,NA,"E.5","E.5.206",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,2641,5,17
18,2005,48,3,"E.5","E.5.206",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,2642,5,18
19,2014,NA,NA,"E.5","E.5.206",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,2643,5,19
20,2020,35,13,"E.5","E.5.206",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,2644,5,20
1,2010,14,2,"E.6","E.6.207",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,2645,6,1
2,2020,14,0,"E.6","E.6.207",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,2646,6,2
3,2015,14,6,"E.6","E.6.207",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,2647,6,3
4,2017,NA,NA,"E.6","E.6.207",1,0,0,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,NA,2648,6,4
1,2010,11,0,"W.2","W.2.208",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,2649,9,1
2,2020,11,0,"W.2","W.2.208",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,2650,9,2
3,2015,12,0,"W.2","W.2.208",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,2651,9,3
4,2017,5,0,"W.2","W.2.208",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,0,2652,9,4
5,2004,6,0,"W.2","W.2.208",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,2653,9,5
6,2012,7,0,"W.2","W.2.208",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,2654,9,6
7,2008,8,3,"W.2","W.2.208",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,2655,9,7
8,2004,6,0,"W.2","W.2.208",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,2656,9,8
9,2005,10,0,"W.2","W.2.208",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,2657,9,9
10,2013,NA,NA,"W.2","W.2.208",1,0,0,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,NA,2658,9,10
1,2010,33,10,"E.5","E.5.209",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,2659,5,1
2,2020,25,5,"E.5","E.5.209",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,2660,5,2
3,2015,32,0,"E.5","E.5.209",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,2661,5,3
4,2017,13,17,"E.5","E.5.209",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,2662,5,4
5,2004,19,17,"E.5","E.5.209",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,2663,5,5
6,2012,NA,NA,"E.5","E.5.209",1,0,0,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,NA,2664,5,6
1,2010,20,1,"W.3","W.3.210",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,2665,10,1
2,2020,14,1,"W.3","W.3.210",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,2666,10,2
3,2015,21,0,"W.3","W.3.210",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,2667,10,3
4,2017,10,15,"W.3","W.3.210",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,2668,10,4
5,2004,NA,NA,"W.3","W.3.210",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,2669,10,5
1,2010,22,2,"E.4","E.4.211",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,2670,4,1
2,2020,14,0,"E.4","E.4.211",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,2671,4,2
3,2015,24,12,"E.4","E.4.211",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,2672,4,3
4,2017,13,9,"E.4","E.4.211",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,2673,4,4
5,2004,16,10,"E.4","E.4.211",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,2674,4,5
6,2012,12,19,"E.4","E.4.211",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,2675,4,6
7,2008,13,5,"E.4","E.4.211",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,2676,4,7
8,2004,14,0,"E.4","E.4.211",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,2677,4,8
9,2005,20,6,"E.4","E.4.211",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,2678,4,9
10,2013,14,4,"E.4","E.4.211",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,2679,4,10
11,2003,NA,NA,"E.4","E.4.211",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,2680,4,11
12,2012,13,0,"E.4","E.4.211",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,2681,4,12
13,2004,NA,NA,"E.4","E.4.211",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,2682,4,13
14,2013,12,7,"E.4","E.4.211",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,2683,4,14
15,2010,NA,NA,"E.4","E.4.211",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,2684,4,15
16,2018,11,0,"E.4","E.4.211",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0,2685,4,16
17,2003,NA,NA,"E.4","E.4.211",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,2686,4,17
18,2005,19,0,"E.4","E.4.211",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,2687,4,18
19,2014,NA,NA,"E.4","E.4.211",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,2688,4,19
20,2020,15,0,"E.4","E.4.211",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,2689,4,20
1,2010,31,0,"E.5","E.5.212",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,2690,5,1
2,2020,17,0,"E.5","E.5.212",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,2691,5,2
3,2015,29,9,"E.5","E.5.212",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,2692,5,3
4,2017,15,17,"E.5","E.5.212",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,2693,5,4
5,2004,21,2,"E.5","E.5.212",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,2694,5,5
6,2012,15,28,"E.5","E.5.212",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,2695,5,6
7,2008,20,5,"E.5","E.5.212",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,2696,5,7
8,2004,20,0,"E.5","E.5.212",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,2697,5,8
9,2005,25,15,"E.5","E.5.212",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,2698,5,9
10,2013,17,20,"E.5","E.5.212",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,2699,5,10
11,2003,NA,NA,"E.5","E.5.212",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,2700,5,11
12,2012,17,19,"E.5","E.5.212",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,2701,5,12
13,2004,NA,NA,"E.5","E.5.212",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,2702,5,13
14,2013,20,20,"E.5","E.5.212",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,2703,5,14
15,2010,NA,NA,"E.5","E.5.212",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,2704,5,15
16,2018,14,3,"E.5","E.5.212",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1,2705,5,16
17,2003,NA,NA,"E.5","E.5.212",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,2706,5,17
18,2005,26,2,"E.5","E.5.212",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,2707,5,18
19,2014,NA,NA,"E.5","E.5.212",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,2708,5,19
20,2020,18,4,"E.5","E.5.212",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,2709,5,20
1,2010,33,5,"E.7","E.7.213",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,2710,7,1
2,2020,18,0,"E.7","E.7.213",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,2711,7,2
3,2015,31,0,"E.7","E.7.213",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,2712,7,3
4,2017,18,11,"E.7","E.7.213",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,2713,7,4
5,2004,22,9,"E.7","E.7.213",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,2714,7,5
6,2012,21,11,"E.7","E.7.213",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,2715,7,6
7,2008,24,0,"E.7","E.7.213",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,0,2716,7,7
8,2004,20,0,"E.7","E.7.213",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,2717,7,8
9,2005,30,20,"E.7","E.7.213",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,2718,7,9
10,2013,17,18,"E.7","E.7.213",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,2719,7,10
11,2003,NA,NA,"E.7","E.7.213",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,2720,7,11
12,2012,18,9,"E.7","E.7.213",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,2721,7,12
13,2004,NA,NA,"E.7","E.7.213",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,2722,7,13
14,2013,20,0,"E.7","E.7.213",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,2723,7,14
15,2010,NA,NA,"E.7","E.7.213",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,2724,7,15
16,2018,14,0,"E.7","E.7.213",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0,2725,7,16
17,2003,NA,NA,"E.7","E.7.213",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,2726,7,17
18,2005,29,11,"E.7","E.7.213",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,2727,7,18
19,2014,NA,NA,"E.7","E.7.213",1,0,0,1,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,2728,7,19
1,2010,27,6,"E.6","E.6.214",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,2729,6,1
2,2020,21,9,"E.6","E.6.214",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,2730,6,2
3,2015,27,10,"E.6","E.6.214",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,2731,6,3
4,2017,13,20,"E.6","E.6.214",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,2732,6,4
5,2004,16,14,"E.6","E.6.214",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,2733,6,5
6,2012,16,10,"E.6","E.6.214",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,2734,6,6
7,2008,18,0,"E.6","E.6.214",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,0,2735,6,7
8,2004,15,0,"E.6","E.6.214",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,2736,6,8
9,2005,19,11,"E.6","E.6.214",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,2737,6,9
10,2013,NA,NA,"E.6","E.6.214",1,0,0,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,NA,2738,6,10
1,2010,38,4,"W.4","W.4.215",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,2739,11,1
2,2020,26,11,"W.4","W.4.215",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,2740,11,2
3,2015,38,4,"W.4","W.4.215",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,2741,11,3
4,2017,17,22,"W.4","W.4.215",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,2742,11,4
5,2004,22,0,"W.4","W.4.215",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,2743,11,5
6,2012,NA,NA,"W.4","W.4.215",1,0,0,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,NA,2744,11,6
1,2010,40,26,"E.6","E.6.216",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,2745,6,1
2,2020,25,2,"E.6","E.6.216",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,2746,6,2
3,2015,46,12,"E.6","E.6.216",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,2747,6,3
4,2017,19,12,"E.6","E.6.216",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,2748,6,4
5,2004,23,26,"E.6","E.6.216",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,2749,6,5
6,2012,25,0,"E.6","E.6.216",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,2750,6,6
7,2008,31,0,"E.6","E.6.216",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,0,2751,6,7
8,2004,25,0,"E.6","E.6.216",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,2752,6,8
9,2005,34,26,"E.6","E.6.216",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,2753,6,9
10,2013,26,9,"E.6","E.6.216",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,2754,6,10
11,2003,NA,NA,"E.6","E.6.216",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,2755,6,11
12,2012,28,27,"E.6","E.6.216",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,2756,6,12
13,2004,NA,NA,"E.6","E.6.216",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,2757,6,13
14,2013,23,31,"E.6","E.6.216",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,2758,6,14
15,2010,NA,NA,"E.6","E.6.216",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,2759,6,15
16,2018,20,4,"E.6","E.6.216",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1,2760,6,16
17,2003,NA,NA,"E.6","E.6.216",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,2761,6,17
18,2005,36,0,"E.6","E.6.216",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,2762,6,18
19,2014,NA,NA,"E.6","E.6.216",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,2763,6,19
20,2020,27,6,"E.6","E.6.216",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,2764,6,20
1,2010,20,0,"E.4","E.4.217",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,2765,4,1
2,2020,12,0,"E.4","E.4.217",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,2766,4,2
3,2015,19,0,"E.4","E.4.217",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,2767,4,3
4,2017,11,22,"E.4","E.4.217",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,2768,4,4
